DEPARTAMENTO,MUNICIPIO,ARMAS MEDIOS,FECHA HECHO,GENERO,*AGRUPA EDAD PERSONA,CANTIDAD
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,08/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,10/02/2021,FEMENINO,ADULTOS,3
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,11/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,12/02/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,13/02/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,15/02/2021,MASCULINO,ADULTOS,4
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,17/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,18/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,18/02/2021,MASCULINO,ADULTOS,3
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,19/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,20/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,21/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,24/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,25/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,28/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,02/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,03/03/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,04/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,05/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,08/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,08/03/2021,MASCULINO,ADULTOS,4
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,09/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,11/03/2021,FEMENINO,ADULTOS,3
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,12/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,13/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,13/03/2021,MASCULINO,ADULTOS,3
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,14/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,15/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,16/03/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,17/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,18/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,18/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,22/03/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,22/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,23/03/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,27/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,29/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,31/03/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,01/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,03/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,05/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,06/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,09/04/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,10/04/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,11/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,12/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,13/04/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,13/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,14/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,16/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,17/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,17/04/2021,MASCULINO,ADULTOS,3
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,18/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,19/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,20/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,20/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,21/04/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,21/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,22/04/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,23/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,24/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,26/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,27/04/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,28/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,SIN EMPLEO DE ARMAS,30/04/2021,FEMENINO,ADULTOS,1
SANTANDER,HATO,SIN EMPLEO DE ARMAS,27/02/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,31/01/2021,FEMENINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,14/02/2021,FEMENINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,24/02/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,01/03/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,03/03/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,10/03/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,25/03/2021,FEMENINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,03/04/2021,MASCULINO,ADULTOS,1
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,14/04/2021,MASCULINO,ADULTOS,2
SANTANDER,LEBRIJA,SIN EMPLEO DE ARMAS,29/04/2021,FEMENINO,ADULTOS,1
SANTANDER,LOS SANTOS,SIN EMPLEO DE ARMAS,03/01/2021,MASCULINO,ADULTOS,1
SANTANDER,LOS SANTOS,SIN EMPLEO DE ARMAS,14/02/2021,MASCULINO,ADULTOS,1
SANTANDER,LOS SANTOS,SIN EMPLEO DE ARMAS,21/03/2021,FEMENINO,ADULTOS,1
SANTANDER,MÁLAGA,SIN EMPLEO DE ARMAS,16/02/2021,FEMENINO,ADULTOS,1
SANTANDER,MATANZA,SIN EMPLEO DE ARMAS,05/04/2021,FEMENINO,ADULTOS,1
SANTANDER,MATANZA,SIN EMPLEO DE ARMAS,10/04/2021,FEMENINO,ADULTOS,1
SANTANDER,MOGOTES,SIN EMPLEO DE ARMAS,22/01/2021,FEMENINO,ADULTOS,1
SANTANDER,OIBA,SIN EMPLEO DE ARMAS,19/02/2021,FEMENINO,ADULTOS,1
SANTANDER,OIBA,SIN EMPLEO DE ARMAS,28/03/2021,MASCULINO,MENORES,1
SANTANDER,OIBA,SIN EMPLEO DE ARMAS,08/04/2021,MASCULINO,ADULTOS,2
SANTANDER,OIBA,SIN EMPLEO DE ARMAS,28/04/2021,MASCULINO,ADULTOS,1
SANTANDER,ONZAGA,SIN EMPLEO DE ARMAS,14/01/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,06/01/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,07/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,09/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,13/01/2021,FEMENINO,ADULTOS,5
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,14/01/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,16/01/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,17/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,22/01/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,26/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,28/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,30/01/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,30/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,01/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,04/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,04/02/2021,MASCULINO,MENORES,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,05/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,05/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,07/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,12/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,17/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,18/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,19/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,20/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,21/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,23/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,24/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,26/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,27/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,27/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,28/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,02/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,06/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,08/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,09/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,09/03/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,10/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,10/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,12/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,13/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,14/03/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,14/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,16/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,17/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,18/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,20/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,21/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,22/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,24/03/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,25/03/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,27/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,02/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,03/04/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,03/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,06/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,07/04/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,08/04/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,10/04/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,11/04/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,12/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,13/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,14/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,14/04/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,15/04/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,17/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,18/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,19/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,22/04/2021,FEMENINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,23/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,23/04/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,25/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,26/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,27/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,27/04/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,28/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,SIN EMPLEO DE ARMAS,30/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PUENTE NACIONAL,SIN EMPLEO DE ARMAS,06/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PUENTE NACIONAL,SIN EMPLEO DE ARMAS,15/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PUENTE NACIONAL,SIN EMPLEO DE ARMAS,10/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO PARRA,SIN EMPLEO DE ARMAS,05/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,SIN EMPLEO DE ARMAS,04/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,SIN EMPLEO DE ARMAS,09/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,SIN EMPLEO DE ARMAS,02/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,SIN EMPLEO DE ARMAS,05/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,SIN EMPLEO DE ARMAS,16/04/2021,MASCULINO,ADULTOS,1
SANTANDER,RIONEGRO,SIN EMPLEO DE ARMAS,07/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,02/02/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,08/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,11/03/2021,FEMENINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,12/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,18/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,19/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,30/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,04/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,SIN EMPLEO DE ARMAS,07/04/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN ANDRÉS,SIN EMPLEO DE ARMAS,10/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,01/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,04/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,07/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,08/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,09/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,16/01/2021,FEMENINO,ADOLESCENTES,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,16/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,20/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,21/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,25/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,08/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,10/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,11/02/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,12/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,24/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,25/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,03/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,04/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,08/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,10/03/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,20/03/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,05/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,06/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,17/04/2021,FEMENINO,ADULTOS,1
SANTANDER,SAN GIL,SIN EMPLEO DE ARMAS,29/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN VICENTE DE CHUCURÍ,SIN EMPLEO DE ARMAS,05/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SANTA BÁRBARA,SIN EMPLEO DE ARMAS,03/04/2021,FEMENINO,ADULTOS,1
SANTANDER,SANTA HELENA DEL OPÓN,SIN EMPLEO DE ARMAS,21/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SIMACOTA,SIN EMPLEO DE ARMAS,30/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,05/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,13/01/2021,FEMENINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,15/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,07/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,11/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,14/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,27/03/2021,FEMENINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,29/03/2021,MASCULINO,ADULTOS,1
SANTANDER,SOCORRO,SIN EMPLEO DE ARMAS,30/03/2021,FEMENINO,ADULTOS,1
SANTANDER,VÉLEZ,SIN EMPLEO DE ARMAS,05/01/2021,MASCULINO,ADULTOS,1
SANTANDER,VÉLEZ,SIN EMPLEO DE ARMAS,01/02/2021,MASCULINO,ADULTOS,1
SANTANDER,VÉLEZ,SIN EMPLEO DE ARMAS,12/02/2021,FEMENINO,ADULTOS,1
SANTANDER,VÉLEZ,SIN EMPLEO DE ARMAS,06/03/2021,MASCULINO,ADULTOS,1
SANTANDER,VÉLEZ,SIN EMPLEO DE ARMAS,09/03/2021,MASCULINO,ADULTOS,1
SANTANDER,ZAPATOCA,SIN EMPLEO DE ARMAS,04/02/2021,MASCULINO,ADULTOS,1
SUCRE,CAIMITO,SIN EMPLEO DE ARMAS,24/03/2021,MASCULINO,ADULTOS,1
SUCRE,CAIMITO,SIN EMPLEO DE ARMAS,30/03/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,17/01/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,14/02/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,17/02/2021,FEMENINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,20/02/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,23/02/2021,FEMENINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,02/03/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,03/03/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,05/03/2021,FEMENINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,29/03/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,01/04/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,SIN EMPLEO DE ARMAS,16/04/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,02/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,03/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,10/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,11/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,12/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,25/01/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,06/02/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,20/02/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,03/03/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,06/03/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,20/03/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,SIN EMPLEO DE ARMAS,20/03/2021,MASCULINO,ADULTOS,1
